Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Deposit,Current,2023-10-05 10:38:11,2023-10-05 10:38:11,Payment from UNIVERSITATEA BUCURESTI,800,0,RON,COMPLETED,880.08
Transfer,Current,2023-10-05 13:06:02,2023-10-05 13:06:02,To pocket RON Economii from RON,-800,0,RON,COMPLETED,80.08
Card Payment,Current,2023-10-04 10:01:37,2023-10-05 18:03:46,Mega Image,-9.98,0,RON,COMPLETED,70.1
Card Payment,Current,2023-10-04 16:53:22,2023-10-05 18:42:20,McDonald's,-26,0,RON,COMPLETED,44.1
Transfer,Current,2023-10-06 17:13:53,2023-10-06 17:13:53,Pocket Withdrawal,350,0,RON,COMPLETED,394.1
Deposit,Current,2023-10-06 17:17:10,2023-10-06 17:17:25,Top-up by *7150,160,0,RON,COMPLETED,554.1
Transfer,Current,2023-10-06 17:17:33,2023-10-06 17:17:33,To pocket RON Economii from RON,-160,0,RON,COMPLETED,394.1
Card Payment,Current,2023-10-05 13:06:39,2023-10-06 18:47:03,Mega Image,-8.99,0,RON,COMPLETED,385.11
Transfer,Current,2023-10-07 13:31:44,2023-10-07 13:31:44,Pocket Withdrawal,710,0,RON,COMPLETED,1095.11
Card Payment,Current,2023-10-06 17:28:44,2023-10-07 20:00:07,Petrom,-288.6,0,RON,COMPLETED,806.51
Card Payment,Current,2023-10-07 15:35:34,2023-10-08 16:17:03,Auchan,-22.3,0,RON,COMPLETED,784.21
Card Payment,Current,2023-10-07 19:15:53,2023-10-08 16:23:36,Amano,-13,0,RON,COMPLETED,771.21
Card Payment,Current,2023-10-07 17:50:39,2023-10-08 20:30:36,Cropp,-125.98,0,RON,COMPLETED,645.23
Card Payment,Current,2023-10-07 14:57:43,2023-10-08 20:33:48,Afi Cotroceni,-10,0,RON,COMPLETED,635.23
Transfer,Current,2023-10-09 18:17:20,2023-10-09 18:17:20,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-2.69,0,RON,COMPLETED,632.54
Transfer,Current,2023-10-09 18:17:40,2023-10-09 18:17:41,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-0.01,0,RON,COMPLETED,632.53
Transfer,Current,2023-10-09 18:17:58,2023-10-09 18:17:58,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-0.1,0,RON,COMPLETED,632.43
Transfer,Current,2023-10-09 18:18:06,2023-10-09 18:18:06,Transfer from MATEI-DAVID-STEFAN ZICHISANU,0.06,0,RON,COMPLETED,632.49
Transfer,Current,2023-10-09 18:18:11,2023-10-09 18:18:11,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-0.1,0,RON,COMPLETED,632.39
Transfer,Current,2023-10-09 18:18:38,2023-10-09 18:18:38,Transfer from MATEI-DAVID-STEFAN ZICHISANU,0.2,0,RON,COMPLETED,632.59
Transfer,Current,2023-10-09 18:19:57,2023-10-09 18:19:57,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-0.01,0,RON,COMPLETED,632.58
Transfer,Current,2023-10-10 14:01:08,2023-10-10 14:01:08,Transfer from MATEI-DAVID-STEFAN ZICHISANU,2.69,0,RON,COMPLETED,635.27
Card Payment,Current,2023-10-09 20:01:45,2023-10-10 17:08:54,Florăria Bizantină,-15,0,RON,COMPLETED,620.27
Card Payment,Current,2023-10-10 15:44:55,2023-10-11 17:45:48,PENNY,-42.77,0,RON,COMPLETED,577.5
Card Payment,Current,2023-10-10 10:14:59,2023-10-11 18:24:12,Mega Image,-12.77,0,RON,COMPLETED,564.73
Card Payment,Current,2023-10-11 10:12:15,2023-10-12 17:44:32,13 - Cafenea cu Poezie - Specialty Coffee,-10,0,RON,COMPLETED,554.73
Card Payment,Current,2023-10-11 10:00:55,2023-10-12 18:24:25,Mega Image,-11.63,0,RON,COMPLETED,543.1
Card Payment,Current,2023-10-12 13:32:07,2023-10-13 17:38:52,Mega Image,-21.98,0,RON,COMPLETED,521.12
Card Payment,Current,2023-10-14 22:09:17,2023-10-15 17:38:49,Mega Image,-22.47,0,RON,COMPLETED,498.65
Transfer,Current,2023-10-16 10:08:20,2023-10-16 10:08:20,Pocket Withdrawal,1000,0,RON,COMPLETED,1498.65
Card Payment,Current,2023-10-15 18:55:12,2023-10-16 17:54:57,Mega Image,-24.09,0,RON,COMPLETED,1474.56
ATM,Current,2023-10-16 10:06:52,2023-10-16 17:58:13,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,1274.56
ATM,Current,2023-10-16 10:09:41,2023-10-16 17:58:13,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,1074.56
ATM,Current,2023-10-16 10:06:04,2023-10-16 17:58:13,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,874.56
ATM,Current,2023-10-16 10:08:56,2023-10-16 17:58:13,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,0,RON,COMPLETED,674.56
Transfer,Current,2023-10-17 17:59:33,2023-10-17 17:59:33,Transfer to ELENA-GEORGIANA SULEA,-40,0,RON,COMPLETED,634.56
Transfer,Current,2023-10-17 18:00:21,2023-10-17 18:00:21,Transfer from ANDREI-CRISTIAN OPINCA,20,0,RON,COMPLETED,654.56
Card Payment,Current,2023-10-13 14:29:54,2023-10-17 19:32:54,Taco Bell,-17.8,0,RON,COMPLETED,636.76
Card Payment,Current,2023-10-16 11:11:11,2023-10-17 20:03:14,Mega Image,-11.03,0,RON,COMPLETED,625.73
Card Payment,Current,2023-10-17 15:05:32,2023-10-18 16:41:12,Mega Image,-16.99,0,RON,COMPLETED,608.74
ATM,Current,2023-10-17 15:09:30,2023-10-18 19:51:21,"Cash withdrawal at Hotel Magurele, Str. Atom",-200,5,RON,COMPLETED,403.74
Deposit,Current,2023-10-19 17:22:33,2023-10-19 17:22:43,Top-up by *7150,140,0,RON,COMPLETED,543.74
Card Payment,Current,2023-10-19 4:06:07,2023-10-20 17:57:12,Petrom,-110.42,0,RON,COMPLETED,433.32
Card Payment,Current,2023-10-19 14:16:04,2023-10-20 18:05:52,Kitka Petrol,-5.44,0,RON,COMPLETED,427.88
Card Payment,Current,2023-10-19 14:43:52,2023-10-20 18:22:01,Public Enterprise for State Roads of the Republic of Macedonia,-4.87,0,RON,COMPLETED,423.01
Card Payment,Current,2023-10-19 4:14:20,2023-10-20 18:33:23,Compania Naţională de Administrare a Infrastructurii Rutiere,-15,0,RON,COMPLETED,408.01
Deposit,Current,2023-10-22 15:50:21,2023-10-22 15:50:28,Top-up by *7150,250,0,RON,COMPLETED,658.01
Card Payment,Current,2023-10-21 22:53:11,2023-10-22 19:35:20,Tineks East Gate,-5.83,0.12,RON,COMPLETED,652.06
Deposit,Current,2023-10-23 9:53:56,2023-10-23 9:54:03,Top-up by *7150,100,0,RON,COMPLETED,752.06
Card Payment,Current,2023-10-22 13:13:17,2023-10-23 18:01:05,JSP Skopje,-8.1,0.16,RON,COMPLETED,743.8
Card Payment,Current,2023-10-22 15:29:52,2023-10-23 18:27:05,Makpetrol,-100.35,2,RON,COMPLETED,641.45
Card Payment,Current,2023-10-22 15:51:44,2023-10-23 18:27:05,Makpetrol,-148.99,2.98,RON,COMPLETED,489.48
Card Payment,Current,2023-10-22 23:29:45,2023-10-24 17:43:52,Dunav most,-10.2,0.2,RON,COMPLETED,479.08
Card Payment,Current,2023-10-23 12:08:54,2023-10-24 18:18:57,Nemarval Market,-8,0,RON,COMPLETED,471.08
Card Payment,Current,2023-10-23 10:12:52,2023-10-24 18:19:02,Mega Image,-11.68,0,RON,COMPLETED,459.4
Card Payment,Current,2023-10-21 23:01:32,2023-10-24 20:03:21,Seg Parkomat 1 3,-2.43,0.04,RON,COMPLETED,456.93
Card Payment,Current,2023-10-21 22:26:31,2023-10-24 20:03:21,Plaset Seg,-24.2,0.48,RON,COMPLETED,432.25
Card Payment,Current,2023-10-20 21:52:21,2023-10-24 20:03:21,Mr Hot Dog,-5.67,0.06,RON,COMPLETED,426.52
Card Payment,Current,2023-10-20 21:36:58,2023-10-24 20:03:21,Cineplexx,-23.48,0.02,RON,COMPLETED,403.02
Transfer,Current,2023-10-25 12:01:28,2023-10-25 12:01:28,Transfer to ANDREI-CRISTIAN OPINCA,-32.5,0,RON,COMPLETED,370.52
Card Payment,Current,2023-10-23 21:20:14,2023-10-25 18:27:04,Eurostil Market,-64,0,RON,COMPLETED,306.52
Card Payment,Current,2023-10-24 11:09:10,2023-10-25 18:48:04,Mega Image,-6.99,0,RON,COMPLETED,299.53
Card Payment,Current,2023-10-24 16:43:23,2023-10-25 18:48:56,Nemarval Market,-8.5,0,RON,COMPLETED,291.03
Card Payment,Current,2023-10-24 10:11:18,2023-10-25 18:49:13,Mega Image,-9.17,0,RON,COMPLETED,281.86
Deposit,Current,2023-10-26 12:33:05,2023-10-26 12:33:26,Top-up by *7150,100,0,RON,COMPLETED,381.86
Card Payment,Current,2023-10-25 16:47:19,2023-10-26 18:39:11,Mega Image,-8.44,0,RON,COMPLETED,373.42
Card Payment,Current,2023-10-25 13:14:43,2023-10-26 18:39:11,Mega Image,-8.99,0,RON,COMPLETED,364.43
Card Payment,Current,2023-10-25 18:29:46,2023-10-26 19:12:41,Nemarval Market,-8.5,0,RON,COMPLETED,355.93
Card Payment,Current,2023-10-25 18:24:20,2023-10-26 19:15:16,Mega Image,-22.83,0,RON,COMPLETED,333.1
Transfer,Current,2023-10-27 12:43:28,2023-10-27 12:43:29,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-30,0,RON,COMPLETED,303.1
Card Payment,Current,2023-10-26 16:32:31,2023-10-27 19:16:28,Mega Image,-8.99,0,RON,COMPLETED,294.11
Card Payment,Current,2023-10-27 15:40:22,2023-10-28 17:23:32,TSV,-100.02,0,RON,COMPLETED,194.09
Card Payment,Current,2023-10-27 11:00:16,2023-10-28 17:23:54,Nemarval Market,-24.7,0,RON,COMPLETED,169.39
Card Payment,Current,2023-10-27 12:40:55,2023-10-28 18:48:42,Mega Image,-16.99,0,RON,COMPLETED,152.4
Deposit,Current,2023-10-30 12:31:20,2023-10-30 12:31:36,Top-up by *7150,60,0,RON,COMPLETED,212.4
Transfer,Current,2023-10-30 14:11:39,2023-10-30 14:11:39,Transfer to MARIA-DANIELA MILITARU,-80,0,RON,COMPLETED,132.4
Card Payment,Current,2023-10-27 19:45:06,2023-10-30 17:49:30,Auchan,-55.4,0,RON,COMPLETED,77
Card Payment,Current,2023-10-29 16:40:59,2023-10-30 18:41:01,Ikea,-19,0,RON,COMPLETED,58
Deposit,Current,2023-10-31 13:36:16,2023-10-31 13:36:25,Top-up by *7150,325,0,RON,COMPLETED,383
Card Payment,Current,2023-10-28 15:13:24,2023-10-31 16:35:32,Yarina Cominvest,-20,0,RON,COMPLETED,363
Card Payment,Current,2023-10-30 11:12:37,2023-10-31 16:45:30,Mega Image,-12.48,0,RON,COMPLETED,350.52
Deposit,Current,2023-10-31 17:41:27,2023-10-31 17:41:40,Top-up by *7150,1500,0,RON,COMPLETED,1850.52
Card Payment,Current,2023-10-31 17:45:26,2023-11-01 19:22:58,Lidl,-76.76,0,RON,COMPLETED,1773.76
Card Payment,Current,2023-10-31 17:46:51,2023-11-01 19:22:58,Lidl,-20,0,RON,COMPLETED,1753.76
ATM,Current,2023-10-31 13:49:45,2023-11-01 19:46:55,Cash withdrawal at Atm Agentia Mosilor,-300,0,RON,COMPLETED,1453.76
Card Payment,Current,2023-10-31 18:21:59,2023-11-01 19:48:51,LUKOIL,-200.04,0,RON,COMPLETED,1253.72
Card Payment,Current,2023-10-31 18:07:34,2023-11-01 20:31:24,Cartofisserie,-21,0,RON,COMPLETED,1232.72
Card Payment,Current,2023-11-01 16:45:45,2023-11-02 17:43:52,Mega Image,-40,0,RON,COMPLETED,1192.72
Card Payment,Current,2023-11-01 16:35:41,2023-11-02 17:44:51,DIRECTMOBILE,-35,0,RON,COMPLETED,1157.72
Card Payment,Current,2023-11-01 14:06:26,2023-11-02 17:44:54,Nemarval Market,-3,0,RON,COMPLETED,1154.72
Card Payment,Current,2023-11-01 17:29:08,2023-11-02 17:48:03,McDonald's,-26.4,0,RON,COMPLETED,1128.32
Transfer,Current,2023-11-03 13:18:13,2023-11-03 13:18:13,Transfer to ELENA-GEORGIANA SULEA,-40,0,RON,COMPLETED,1088.32
Card Payment,Current,2023-11-02 21:18:34,2023-11-03 18:41:10,PENNY,-56.83,0,RON,COMPLETED,1031.49
Card Payment,Current,2023-11-02 10:34:12,2023-11-03 19:42:07,Mega Image,-6.99,0,RON,COMPLETED,1024.5
Card Payment,Current,2023-11-03 10:53:50,2023-11-04 19:49:43,Mega Image,-17.98,0,RON,COMPLETED,1006.52
Card Payment,Current,2023-11-03 17:05:25,2023-11-04 19:52:03,Si-Lounge,-81.95,0,RON,COMPLETED,924.57
Card Payment,Current,2023-11-05 14:38:32,2023-11-06 17:56:37,dm drogerie,-17.5,0,RON,COMPLETED,907.07
Transfer,Current,2023-11-06 20:06:35,2023-11-06 20:06:35,Transfer from ANDREI-CRISTIAN OPINCA,20,0,RON,COMPLETED,927.07
Card Payment,Current,2023-11-06 10:09:45,2023-11-07 18:09:54,Nemarval Market,-3,0,RON,COMPLETED,924.07
Card Payment,Current,2023-11-06 13:09:21,2023-11-07 18:09:58,Mega Image,-8.99,0,RON,COMPLETED,915.08
Card Payment,Current,2023-11-06 17:05:51,2023-11-07 18:51:37,Nemarval Market,-5,0,RON,COMPLETED,910.08
Card Payment,Current,2023-11-07 10:20:06,2023-11-08 18:45:19,Mega Image,-6.99,0,RON,COMPLETED,903.09
Card Payment,Current,2023-11-07 9:13:32,2023-11-08 18:46:03,Nemarval Market,-4.5,0,RON,COMPLETED,898.59
ATM,Current,2023-11-09 9:13:21,2023-11-09 19:24:33,"Cash withdrawal at Hotel Magurele, Str. Atom",-10,0,RON,COMPLETED,888.59
Card Payment,Current,2023-11-07 16:15:46,2023-11-09 19:28:48,Taco Bell,-18.4,0,RON,COMPLETED,870.19
Card Payment,Current,2023-11-08 16:18:23,2023-11-09 21:12:47,McDonald's,-24,0,RON,COMPLETED,846.19
Card Payment,Current,2023-11-09 12:01:02,2023-11-10 20:07:49,Mega Image,-10.98,0,RON,COMPLETED,835.21
Card Payment,Current,2023-11-09 16:00:59,2023-11-10 20:07:49,Mega Image,-16.99,0,RON,COMPLETED,818.22
Card Payment,Current,2023-11-10 15:12:52,2023-11-11 21:34:20,Mega Image,-12.48,0,RON,COMPLETED,805.74
Card Payment,Current,2023-11-10 15:53:42,2023-11-11 22:09:25,OMV,-200.02,0,RON,COMPLETED,605.72
Card Payment,Current,2023-11-10 17:56:04,2023-11-12 16:30:58,McDonald's,-12.5,0,RON,COMPLETED,593.22
Card Payment,Current,2023-11-10 17:58:29,2023-11-12 16:30:58,McDonald's,-3,0,RON,COMPLETED,590.22
Transfer,Current,2023-11-13 9:05:49,2023-11-13 9:05:49,Transfer from MATEI-DAVID-STEFAN ZICHISANU,9,0,RON,COMPLETED,599.22
Transfer,Current,2023-11-13 16:03:01,2023-11-13 16:03:01,Transfer from LUCIANA-MARIA SUTAN,510,0,RON,COMPLETED,1109.22
Card Payment,Current,2023-11-12 14:45:54,2023-11-14 17:21:58,Eurostil Market,-39,0,RON,COMPLETED,1070.22
Card Payment,Current,2023-11-13 14:21:42,2023-11-14 17:55:45,Mega Image,-21.78,0,RON,COMPLETED,1048.44
Card Payment,Current,2023-11-13 10:16:39,2023-11-14 17:55:49,Mega Image,-2.99,0,RON,COMPLETED,1045.45
Card Payment,Current,2023-11-13 10:15:19,2023-11-14 17:55:49,Mega Image,-13.68,0,RON,COMPLETED,1031.77
Card Payment,Current,2023-11-13 14:28:09,2023-11-14 18:04:18,Nemarval Market,-14.5,0,RON,COMPLETED,1017.27
Card Payment,Current,2023-11-14 13:12:35,2023-11-15 17:40:52,Nemarval Market,-5,0,RON,COMPLETED,1012.27
Card Payment,Current,2023-11-14 11:14:11,2023-11-15 17:43:42,13 - Cafenea cu Poezie - Specialty Coffee,-7,0,RON,COMPLETED,1005.27
Card Payment,Current,2023-11-14 16:43:06,2023-11-16 16:27:56,Taco Bell,-18.4,0,RON,COMPLETED,986.87
Card Payment,Current,2023-11-15 12:27:25,2023-11-16 17:02:01,Mega Image,-15.68,0,RON,COMPLETED,971.19
Card Payment,Current,2023-11-16 13:20:41,2023-11-17 17:52:49,Food Cottage,-24,0,RON,COMPLETED,947.19
Card Payment,Current,2023-11-16 17:11:31,2023-11-17 18:01:40,PENNY,-19.83,0,RON,COMPLETED,927.36
Card Payment,Current,2023-11-16 10:17:16,2023-11-17 18:10:43,Mega Image,-10.17,0,RON,COMPLETED,917.19
Deposit,Current,2023-11-19 14:18:33,2023-11-19 14:18:45,Top-up by *7150,60,0,RON,COMPLETED,977.19
Card Payment,Current,2023-11-18 15:32:33,2023-11-19 18:34:32,Mega Image,-23.59,0,RON,COMPLETED,953.6
Transfer,Current,2023-11-20 11:16:22,2023-11-20 11:16:22,Transfer from ANDREEA IONESCU,5.5,0,RON,COMPLETED,959.1
Card Payment,Current,2023-11-20 16:08:30,2023-11-21 16:06:24,Nemarval Market,-6,0,RON,COMPLETED,953.1
Card Payment,Current,2023-11-19 19:41:47,2023-11-21 16:32:27,McDonald's,-10,0,RON,COMPLETED,943.1
Card Payment,Current,2023-11-19 19:41:13,2023-11-21 16:32:27,McDonald's,-6,0,RON,COMPLETED,937.1
Card Payment,Current,2023-11-17 10:09:55,2023-11-21 16:35:02,Unibuc Cam Magurele,-510,0,RON,COMPLETED,427.1
Card Payment,Current,2023-11-21 16:38:10,,Google,-3,0,RON,REVERTED,
Card Payment,Current,2023-11-20 11:11:55,2023-11-21 17:10:44,Mega Image,-8.68,0,RON,COMPLETED,418.42
Card Payment,Current,2023-11-20 20:02:45,2023-11-21 19:42:40,PENNY,-43.88,0,RON,COMPLETED,374.54
Card Payment,Current,2023-11-21 10:16:51,2023-11-22 17:42:40,Mega Image,-6.99,0,RON,COMPLETED,367.55
Card Payment,Current,2023-11-21 16:38:16,2023-11-22 19:16:12,CINEMAX,-36,0,RON,COMPLETED,331.55
Card Payment,Current,2023-11-22 13:20:21,2023-11-23 16:58:35,Mega Image,-21.17,0,RON,COMPLETED,310.38
Card Payment,Current,2023-11-23 11:46:15,2023-11-24 17:50:54,Mega Image,-13.96,0,RON,COMPLETED,296.42
Card Payment,Current,2023-11-23 16:55:18,2023-11-24 17:51:42,Mega Image,-13.62,0,RON,COMPLETED,282.8
Transfer,Current,2023-11-24 20:08:21,2023-11-24 20:08:21,Transfer from MATEI-DAVID-STEFAN ZICHISANU,22,0,RON,COMPLETED,304.8
Card Payment,Current,2023-11-24 14:40:55,2023-11-25 20:08:56,Mega Image,-20.98,0,RON,COMPLETED,283.82
Card Payment,Current,2023-11-24 14:47:25,2023-11-25 20:11:32,Nemarval Market,-5,0,RON,COMPLETED,278.82
Transfer,Current,2023-11-26 10:14:28,2023-11-26 10:14:28,Transfer from ANDREI-CRISTIAN OPINCA,16,0,RON,COMPLETED,294.82
Card Payment,Current,2023-11-24 20:19:39,2023-11-26 16:38:04,McDonald's,-3,0,RON,COMPLETED,291.82
Card Payment,Current,2023-11-25 12:21:49,2023-11-26 16:41:30,Mega Image,-23.19,0,RON,COMPLETED,268.63
Card Payment,Current,2023-11-24 23:18:41,2023-11-26 19:13:40,Veranda Mall parking,-9,0,RON,COMPLETED,259.63
Deposit,Current,2023-11-26 19:45:34,2023-11-26 19:45:59,Top-up by *7150,1500,0,RON,COMPLETED,1759.63
Transfer,Current,2023-11-26 19:46:47,2023-11-26 19:46:47,To pocket RON Economii from RON,-1500,0,RON,COMPLETED,259.63
Transfer,Current,2023-11-26 19:46:53,2023-11-26 19:46:53,To pocket RON Economii from RON,-10,0,RON,COMPLETED,249.63
Transfer,Current,2023-11-27 13:54:24,2023-11-27 13:54:24,Pocket Withdrawal,580,0,RON,COMPLETED,829.63
Exchange,Current,2023-11-27 15:34:42,2023-11-27 15:34:42,Exchanged to RON,23274.89,0,RON,COMPLETED,24104.52
Transfer,Current,2023-11-27 15:35:06,2023-11-27 15:35:06,To pocket RON Economii from RON,-23275,0,RON,COMPLETED,829.52
Transfer,Current,2023-11-27 15:50:46,2023-11-27 15:50:46,To pocket RON Economii from RON,-5,0,RON,COMPLETED,824.52
Card Payment,Current,2023-11-24 18:11:02,2023-11-27 17:17:24,CINEMAX,-44,0,RON,COMPLETED,780.52
Card Payment,Current,2023-11-26 18:25:10,2023-11-27 17:24:07,Mega Image,-17.87,0,RON,COMPLETED,762.65
ATM,Current,2023-11-27 11:07:05,2023-11-27 17:26:59,"Cash withdrawal at Hotel Magurele, Str. Atom",-10,0,RON,COMPLETED,752.65
Card Payment,Current,2023-11-26 10:20:16,2023-11-27 17:44:12,Carrefour,-36.93,0,RON,COMPLETED,715.72
Card Payment,Current,2023-11-26 10:34:20,2023-11-27 20:15:23,Nyr Georgiana Trade Sr,-7,0,RON,COMPLETED,708.72
Card Payment,Current,2023-11-28 1:12:38,,CuriosityStream,-4.55,0,RON,REVERTED,
Card Payment,Current,2023-11-28 1:12:40,,CuriosityStream,-4.54,0,RON,REVERTED,
Deposit,Current,2023-11-28 1:14:17,2023-11-28 1:14:24,Top-up by *7150,90,0,RON,COMPLETED,798.72
Card Payment,Current,2023-11-27 14:00:45,2023-11-28 17:04:53,Global Biz Group Ifn,-580,0,RON,COMPLETED,218.72
Card Payment,Current,2023-11-27 14:48:44,2023-11-28 17:44:32,Mega Image,-16.99,0,RON,COMPLETED,201.73
Card Payment,Current,2023-11-28 1:12:45,2023-11-28 18:36:28,CuriosityStream,-89.56,0,RON,COMPLETED,112.17
Transfer,Current,2023-11-29 13:33:32,2023-11-29 13:33:32,Pocket Withdrawal,1510,0,RON,COMPLETED,1622.17
Card Payment,Current,2023-11-28 10:12:42,2023-11-29 17:16:19,Mega Image,-6.99,0,RON,COMPLETED,1615.18
Card Payment,Current,2023-11-28 10:13:31,2023-11-29 17:16:19,Mega Image,-3.19,0,RON,COMPLETED,1611.99
Card Payment,Current,2023-11-29 12:39:39,2023-11-30 16:22:25,Food Cottage,-22,0,RON,COMPLETED,1589.99
Card Payment,Current,2023-11-29 14:27:33,2023-11-30 16:27:20,Fan curier,-1370.97,0,RON,COMPLETED,219.02
Card Payment,Current,2023-11-29 14:07:33,2023-11-30 17:07:59,Nemarval Market,-4.5,0,RON,COMPLETED,214.52
Card Payment,Current,2023-11-29 20:33:43,2023-11-30 17:28:58,Lidl,-17.07,0,RON,COMPLETED,197.45
Transfer,Current,2023-11-30 21:18:45,2023-11-30 21:18:45,Pocket Withdrawal,200,0,RON,COMPLETED,397.45
Deposit,Current,2023-11-30 22:13:04,2023-11-30 22:13:05,Payment from ANA ELIZA COSTACHE,196,0,RON,COMPLETED,593.45
Transfer,Current,2023-12-01 14:34:20,2023-12-01 14:34:20,Pocket Withdrawal,100,0,RON,COMPLETED,693.45
Transfer,Current,2023-12-01 14:57:31,2023-12-01 14:57:31,To pocket RON Economii from RON,-50,0,RON,COMPLETED,643.45
Card Payment,Current,2023-11-30 21:21:58,2023-12-01 18:40:33,TSV,-201.14,0,RON,COMPLETED,442.31
Card Payment,Current,2023-12-01 13:43:50,2023-12-02 18:17:27,Primark,-125,0,RON,COMPLETED,317.31
Deposit,Current,2023-12-03 17:32:01,2023-12-03 17:32:10,Top-up by *7150,1000,0,RON,COMPLETED,1317.31
Transfer,Current,2023-12-03 17:32:23,2023-12-03 17:32:23,To pocket RON Economii from RON,-250,0,RON,COMPLETED,1067.31
Transfer,Current,2023-12-04 10:40:55,2023-12-04 10:40:55,Transfer to ELENA-GEORGIANA SULEA,-40,0,RON,COMPLETED,1027.31
Transfer,Current,2023-12-04 11:05:57,2023-12-04 11:05:58,Transfer to MATEI-DAVID-STEFAN ZICHISANU,-10,0,RON,COMPLETED,1017.31
Transfer,Current,2023-12-04 16:24:58,2023-12-04 16:24:58,Transfer from BRIANNA-MARIA DIMBU,50,0,RON,COMPLETED,1067.31
Card Payment,Current,2023-12-01 16:02:35,2023-12-04 17:34:02,Jumbo,-26.95,0,RON,COMPLETED,1040.36
Card Payment,Current,2023-12-03 17:51:51,2023-12-04 17:48:22,Mega Image,-36.47,0,RON,COMPLETED,1003.89
Card Payment,Current,2023-12-03 18:01:06,2023-12-04 18:20:38,Nemarval Market,-10.5,0,RON,COMPLETED,993.39
Card Payment,Current,2023-12-01 13:58:41,2023-12-05 18:03:04,Taco Bell,-53.3,0,RON,COMPLETED,940.09
Card Payment,Current,2023-12-01 14:34:31,2023-12-05 18:04:38,MINISO,-72.77,0,RON,COMPLETED,867.32
ATM,Current,2023-12-04 13:58:41,2023-12-05 18:06:01,"Cash withdrawal at Hotel Magurele, Str. Atom",-10,0,RON,COMPLETED,857.32
ATM,Current,2023-12-04 16:21:51,2023-12-05 18:06:16,"Cash withdrawal at Hotel Magurele, Str. Atom",-100,0,RON,COMPLETED,757.32
ATM,Current,2023-12-04 16:22:20,2023-12-05 18:06:16,"Cash withdrawal at Hotel Magurele, Str. Atom",-50,0,RON,COMPLETED,707.32
Card Payment,Current,2023-11-29 18:21:55,2023-12-05 18:28:51,Top Auto Tyres,-150,0,RON,COMPLETED,557.32
Card Payment,Current,2023-12-04 11:11:51,2023-12-05 18:35:34,Mega Image,-22.33,0,RON,COMPLETED,534.99
Deposit,Current,2023-12-06 16:01:51,2023-12-06 16:02:00,Top-up by *7150,5000,0,RON,COMPLETED,5534.99
Transfer,Current,2023-12-06 16:02:10,2023-12-06 16:02:10,To pocket RON Economii from RON,-5000,0,RON,COMPLETED,534.99
Card Payment,Current,2023-12-04 20:46:48,2023-12-06 17:18:25,Taco Bell,-25.8,0,RON,COMPLETED,509.19
ATM,Current,2023-12-06 11:20:52,2023-12-06 17:22:36,"Cash withdrawal at Hotel Magurele, Str. Atom",-10,0,RON,COMPLETED,499.19
Card Payment,Current,2023-12-05 19:05:38,2023-12-06 17:37:21,McDonald's,-17.6,0,RON,COMPLETED,481.59
Transfer,Current,2023-12-07 14:07:40,2023-12-07 14:07:40,Transfer from ANDREI-CRISTIAN OPINCA,21,0,RON,COMPLETED,502.59
Card Payment,Current,2023-12-06 20:13:51,2023-12-07 18:38:44,PENNY,-69.61,0,RON,COMPLETED,432.98
Card Payment,Current,2023-12-06 13:09:07,2023-12-07 19:34:31,Mega Image,-8.99,0,RON,COMPLETED,423.99
Card Payment,Current,2023-12-07 10:28:23,2023-12-08 18:35:51,Mega Image,-9.98,0,RON,COMPLETED,414.01
Card Payment,Current,2023-12-07 22:51:04,2023-12-08 19:05:52,McDonald's,-18.8,0,RON,COMPLETED,395.21
Deposit,Current,2023-12-09 17:13:33,2023-12-09 17:13:39,Top-up by *7150,140,0,RON,COMPLETED,535.21
Deposit,Current,2023-12-09 17:37:05,2023-12-09 17:37:05,Payment from RAIFFEISEN DIGITAL BANK AG,25,0,RON,COMPLETED,560.21
Card Payment,Current,2023-12-08 13:34:17,2023-12-09 18:22:09,Food Cottage,-25,0,RON,COMPLETED,535.21
Deposit,Current,2023-12-10 12:15:11,2023-12-10 12:15:22,Top-up by *7150,1000,0,RON,COMPLETED,1535.21
Transfer,Current,2023-12-10 12:17:10,2023-12-10 12:17:10,"Revolut France, succursale de Revolut Bank UAB",-500,0,RON,COMPLETED,1035.21
Transfer,Current,2023-12-10 12:18:12,2023-12-10 12:18:12,"Revolut France, succursale de Revolut Bank UAB",-500,0,RON,COMPLETED,535.21
Card Payment,Current,2023-12-09 15:07:17,2023-12-10 18:11:44,Cora,-137.15,0,RON,COMPLETED,398.06
Card Payment,Current,2023-12-10 22:32:37,2023-12-11 17:22:12,OMV,-200.17,0,RON,COMPLETED,197.89
